student_id,gender,grade,stream,class_name,class_section,class_size,subject,semester,visited_resources,announcements_viewed,discussion_participation,absence_days,weekly_study_hours,homework_completion_rate,final_score,caps_level,performance_class,is_pass
FHS1014,Female,Grade 10,Commerce,10B,B,38,Business Studies,Semester 2,50,57,56,Above-7,12.8,73,47,3,M,1
FHS1015,Female,Grade 10,Tourism,10C,C,32,Geography,Semester 2,56,35,11,Under-7,7.7,72,45,3,M,1
FHS1016,Female,Grade 10,Science,10A,A,38,Information Technology,Semester 1,21,35,14,Under-7,6.7,28,24,1,L,0
FHS1017,Male,Grade 10,Science,10A,A,35,Mathematics,Semester 1,91,65,74,Under-7,19.4,83,72,6,H,1
FHS1018,Male,Grade 10,Commerce,10B,B,42,Life Orientation,Semester 1,54,82,37,Under-7,11.2,52,49,3,M,1
FHS1019,Female,Grade 10,Science,10A,A,45,Mathematics,Semester 1,99,56,75,Under-7,21.2,100,73,6,H,1
FHS1020,Female,Grade 10,Science,10A,A,42,English FAL,Semester 1,51,32,35,Under-7,7.4,55,43,3,M,1
FHS1021,Male,Grade 10,Science,10A,A,42,Geography,Semester 2,32,44,56,Above-7,12.5,54,26,1,L,0
FHS1022,Male,Grade 10,Science,10A,A,42,Physical Sciences,Semester 1,84,38,75,Under-7,13.5,73,58,4,M,1
FHS1023,Female,Grade 10,Tourism,10C,C,48,Tourism,Semester 1,38,20,18,Under-7,7.7,42,37,2,L,0
FHS1024,Male,Grade 10,Commerce,10B,B,35,Mathematics,Semester 2,73,60,38,Under-7,16.8,92,64,5,M,1
FHS1025,Female,Grade 10,Tourism,10C,C,42,Life Orientation,Semester 2,77,74,84,Under-7,15.8,84,83,7,H,1
FHS1026,Male,Grade 10,Commerce,10B,B,35,Business Studies,Semester 1,53,78,65,Above-7,16.4,70,46,3,M,1
FHS1027,Female,Grade 10,Tourism,10C,C,48,English FAL,Semester 1,73,36,48,Under-7,22.8,83,72,6,H,1
FHS1028,Male,Grade 10,Commerce,10B,B,35,Life Orientation,Semester 1,26,67,68,Under-7,6.5,38,42,3,M,1
FHS1029,Female,Grade 10,Science,10A,A,35,Mathematics,Semester 2,74,16,35,Under-7,17.1,76,49,3,M,1
FHS1030,Female,Grade 10,Science,10A,A,38,Physical Sciences,Semester 1,68,51,37,Under-7,15.2,83,62,5,M,1
FHS1031,Male,Grade 10,Science,10A,A,35,Life Sciences,Semester 1,62,36,44,Above-7,18.3,58,44,3,M,1
FHS1032,Male,Grade 10,Tourism,10C,C,38,Mathematical Literacy,Semester 2,82,50,60,Under-7,9.3,56,58,4,M,1
FHS1033,Male,Grade 10,Science,10A,A,38,Life Sciences,Semester 2,71,38,37,Under-7,11.9,68,58,4,M,1
FHS1034,Male,Grade 10,Science,10A,A,45,Information Technology,Semester 1,41,41,53,Under-7,12.3,69,64,5,M,1
FHS1035,Female,Grade 10,Commerce,10B,B,35,Mathematical Literacy,Semester 1,46,53,57,Under-7,11.7,69,66,5,M,1
FHS1036,Male,Grade 10,Commerce,10B,B,35,Life Orientation,Semester 1,77,70,31,Under-7,14.0,73,70,6,H,1
FHS1037,Male,Grade 10,Commerce,10B,B,38,Mathematical Literacy,Semester 2,35,16,50,Under-7,13.7,67,51,4,M,1
FHS1038,Female,Grade 10,Science,10A,A,48,Physical Sciences,Semester 1,52,66,23,Above-7,10.8,29,14,1,L,0
FHS1039,Female,Grade 10,Commerce,10B,B,42,Mathematics,Semester 1,54,59,88,Under-7,17.7,65,48,3,M,1
FHS1040,Male,Grade 10,Tourism,10C,C,38,Mathematical Literacy,Semester 2,44,44,73,Under-7,14.4,57,46,3,M,1
FHS1041,Female,Grade 10,Science,10A,A,35,Mathematics,Semester 1,38,33,60,Above-7,9.6,65,17,1,L,0
FHS1042,Male,Grade 10,Commerce,10B,B,45,Mathematics,Semester 1,99,73,58,Under-7,16.7,83,82,7,H,1
FHS1043,Male,Grade 10,Science,10A,A,42,Geography,Semester 2,70,39,56,Under-7,16.4,84,63,5,M,1
FHS1044,Male,Grade 10,Tourism,10C,C,35,Mathematical Literacy,Semester 2,92,70,46,Under-7,18.6,75,71,6,H,1
FHS1045,Female,Grade 10,Commerce,10B,B,45,Business Studies,Semester 1,52,46,46,Under-7,7.9,40,35,2,L,0
FHS1046,Female,Grade 10,Tourism,10C,C,38,History,Semester 2,99,54,56,Under-7,19.6,84,82,7,H,1
FHS1047,Male,Grade 10,Science,10A,A,38,English FAL,Semester 1,43,50,55,Above-7,14.6,63,40,3,M,1
FHS1048,Female,Grade 10,Science,10A,A,45,English FAL,Semester 1,55,60,47,Above-7,4.9,50,17,1,L,0
FHS1049,Female,Grade 10,Commerce,10B,B,42,Business Studies,Semester 2,65,71,76,Above-7,12.4,75,46,3,M,1
FHS1050,Female,Grade 10,Science,10A,A,42,English FAL,Semester 1,55,60,86,Under-7,14.4,76,71,6,H,1
FHS1051,Male,Grade 10,Science,10A,A,35,Physical Sciences,Semester 1,14,28,43,Above-7,2.0,59,7,1,L,0
FHS1052,Male,Grade 10,Tourism,10C,C,35,Geography,Semester 2,40,55,60,Under-7,17.3,91,75,6,H,1
FHS1053,Male,Grade 10,Commerce,10B,B,38,Business Studies,Semester 2,75,62,65,Under-7,16.8,78,77,6,H,1
FHS1054,Female,Grade 10,Science,10A,A,42,Life Sciences,Semester 2,45,28,44,Under-7,4.6,48,45,3,M,1
FHS1055,Female,Grade 10,Tourism,10C,C,48,English FAL,Semester 2,97,56,93,Under-7,20.6,96,87,7,H,1
FHS1056,Male,Grade 10,Tourism,10C,C,42,English FAL,Semester 2,80,67,99,Under-7,13.1,84,82,7,H,1
FHS1057,Male,Grade 10,Commerce,10B,B,35,English FAL,Semester 2,96,63,65,Under-7,19.5,91,82,7,H,1
FHS1058,Female,Grade 10,Commerce,10B,B,42,Mathematical Literacy,Semester 2,43,41,55,Under-7,9.4,61,40,3,M,1
FHS1059,Male,Grade 10,Tourism,10C,C,35,Geography,Semester 2,95,93,57,Under-7,15.0,84,78,6,H,1
FHS1060,Female,Grade 10,Commerce,10B,B,42,Mathematical Literacy,Semester 2,77,38,90,Under-7,22.6,98,88,7,H,1
FHS1061,Female,Grade 10,Commerce,10B,B,35,Mathematical Literacy,Semester 2,76,50,42,Above-7,17.6,84,50,4,M,1
FHS1062,Male,Grade 10,Tourism,10C,C,32,History,Semester 2,41,25,35,Under-7,4.8,52,21,1,L,0
FHS1063,Female,Grade 10,Tourism,10C,C,35,Life Orientation,Semester 1,45,41,55,Under-7,13.0,37,63,5,M,1
FHS1064,Male,Grade 10,Commerce,10B,B,38,Accounting,Semester 2,52,57,52,Above-7,10.1,77,30,2,L,0
FHS1065,Female,Grade 10,Tourism,10C,C,38,English FAL,Semester 1,68,76,67,Under-7,20.6,86,77,6,H,1
FHS1066,Female,Grade 10,Commerce,10B,B,35,Business Studies,Semester 1,50,38,24,Above-7,15.6,69,39,2,L,0
FHS1067,Male,Grade 10,Commerce,10B,B,45,Business Studies,Semester 1,86,67,61,Under-7,23.5,82,81,7,H,1
FHS1068,Male,Grade 10,Science,10A,A,45,Life Orientation,Semester 2,50,43,0,Under-7,5.2,39,37,2,L,0
FHS1069,Female,Grade 10,Commerce,10B,B,32,Economics,Semester 2,41,53,33,Above-7,6.8,30,17,1,L,0
FHS1070,Female,Grade 10,Tourism,10C,C,42,Mathematical Literacy,Semester 1,87,60,69,Under-7,18.3,89,92,7,H,1
FHS1071,Female,Grade 10,Science,10A,A,45,Life Orientation,Semester 1,57,27,54,Under-7,11.4,42,41,3,M,1
FHS1072,Male,Grade 10,Science,10A,A,45,Geography,Semester 1,36,41,13,Above-7,8.7,39,10,1,L,0
FHS1073,Male,Grade 10,Commerce,10B,B,42,Mathematical Literacy,Semester 1,57,42,48,Under-7,12.8,50,47,3,M,1
FHS1074,Female,Grade 10,Tourism,10C,C,32,Mathematical Literacy,Semester 2,92,77,55,Under-7,17.8,76,80,7,H,1
FHS1075,Male,Grade 10,Tourism,10C,C,38,History,Semester 1,91,45,50,Under-7,21.8,63,65,5,M,1
FHS1076,Female,Grade 10,Tourism,10C,C,48,History,Semester 2,33,26,38,Under-7,11.2,55,39,2,L,0
FHS1077,Female,Grade 10,Tourism,10C,C,38,Life Orientation,Semester 2,52,50,0,Above-7,6.4,45,27,1,L,0
FHS1078,Female,Grade 10,Commerce,10B,B,35,Economics,Semester 1,41,27,14,Under-7,11.0,65,47,3,M,1
FHS1079,Male,Grade 10,Commerce,10B,B,45,English FAL,Semester 1,38,26,59,Under-7,8.6,35,42,3,M,1
FHS1080,Female,Grade 10,Commerce,10B,B,38,English FAL,Semester 1,50,4,67,Under-7,10.3,66,58,4,M,1
FHS1081,Female,Grade 10,Commerce,10B,B,38,Mathematical Literacy,Semester 1,45,49,29,Above-7,10.0,43,21,1,L,0
FHS1082,Male,Grade 10,Science,10A,A,35,Life Orientation,Semester 1,38,44,39,Above-7,8.5,49,15,1,L,0
FHS1083,Female,Grade 10,Commerce,10B,B,42,Mathematical Literacy,Semester 2,76,76,68,Under-7,13.0,60,71,6,H,1
FHS1084,Female,Grade 10,Tourism,10C,C,35,Mathematical Literacy,Semester 2,98,78,73,Under-7,19.5,96,88,7,H,1
FHS1085,Female,Grade 10,Science,10A,A,42,Life Orientation,Semester 1,39,26,39,Under-7,5.5,40,42,3,M,1
FHS1086,Female,Grade 10,Science,10A,A,35,Physical Sciences,Semester 2,53,12,40,Under-7,10.1,70,32,2,L,0
FHS1087,Male,Grade 10,Commerce,10B,B,42,English FAL,Semester 1,38,28,55,Above-7,10.5,53,20,1,L,0
FHS1088,Male,Grade 10,Science,10A,A,35,English FAL,Semester 2,72,59,57,Under-7,12.3,43,54,4,M,1
FHS1089,Female,Grade 10,Commerce,10B,B,42,English FAL,Semester 2,90,75,70,Under-7,22.9,76,75,6,H,1
FHS1090,Female,Grade 10,Commerce,10B,B,42,Mathematical Literacy,Semester 2,58,62,42,Above-7,8.9,65,32,2,L,0
FHS1091,Male,Grade 10,Tourism,10C,C,35,English FAL,Semester 1,77,82,64,Under-7,15.8,100,74,6,H,1
FHS1092,Female,Grade 10,Science,10A,A,35,Geography,Semester 1,73,75,75,Under-7,18.4,87,80,7,H,1
FHS1093,Female,Grade 10,Tourism,10C,C,32,History,Semester 1,46,5,18,Under-7,7.6,46,39,2,L,0
FHS1094,Female,Grade 10,Commerce,10B,B,42,English FAL,Semester 2,66,59,64,Under-7,10.1,55,60,5,M,1
FHS1095,Female,Grade 10,Commerce,10B,B,42,English FAL,Semester 1,66,99,40,Above-7,15.9,76,50,4,M,1
FHS1096,Male,Grade 10,Commerce,10B,B,38,Accounting,Semester 1,56,64,86,Under-7,16.3,95,70,6,H,1
FHS1097,Male,Grade 10,Tourism,10C,C,38,Mathematical Literacy,Semester 1,53,43,63,Above-7,7.9,45,31,2,L,0
FHS1098,Female,Grade 10,Commerce,10B,B,45,Accounting,Semester 2,51,48,46,Under-7,15.1,78,59,4,M,1
FHS1099,Male,Grade 10,Science,10A,A,38,Geography,Semester 1,80,48,80,Under-7,13.7,80,87,7,H,1
FHS1100,Male,Grade 10,Commerce,10B,B,38,Life Orientation,Semester 2,77,55,56,Under-7,14.3,84,91,7,H,1
FHS1101,Male,Grade 10,Tourism,10C,C,38,Tourism,Semester 2,47,51,45,Under-7,16.8,68,55,4,M,1
FHS1102,Female,Grade 10,Science,10A,A,38,Life Sciences,Semester 1,59,37,49,Under-7,12.3,63,66,5,M,1
FHS1103,Male,Grade 10,Commerce,10B,B,45,English FAL,Semester 1,46,27,25,Above-7,9.3,64,22,1,L,0
FHS1104,Female,Grade 10,Commerce,10B,B,48,Accounting,Semester 1,93,67,61,Under-7,15.2,81,65,5,M,1
FHS1105,Male,Grade 10,Commerce,10B,B,35,Economics,Semester 1,46,72,79,Under-7,22.3,85,70,6,H,1
FHS1106,Female,Grade 10,Commerce,10B,B,32,Mathematical Literacy,Semester 2,67,35,60,Under-7,18.4,76,73,6,H,1
FHS1107,Female,Grade 10,Commerce,10B,B,38,Mathematical Literacy,Semester 2,99,14,70,Under-7,14.9,91,78,6,H,1
FHS1108,Male,Grade 10,Science,10A,A,45,Information Technology,Semester 2,34,57,19,Under-7,2.0,28,19,1,L,0
FHS1109,Male,Grade 10,Commerce,10B,B,35,Mathematics,Semester 1,69,44,16,Under-7,11.8,44,36,2,L,0
FHS1110,Male,Grade 10,Science,10A,A,32,Physical Sciences,Semester 1,65,42,32,Under-7,5.0,51,42,3,M,1
FHS1111,Male,Grade 10,Science,10A,A,32,Mathematics,Semester 2,96,82,49,Under-7,12.5,98,79,6,H,1
FHS1112,Female,Grade 10,Commerce,10B,B,38,Mathematics,Semester 1,21,2,28,Under-7,6.0,53,23,1,L,0
FHS1113,Male,Grade 10,Commerce,10B,B,38,Mathematical Literacy,Semester 1,46,25,40,Above-7,14.3,59,23,1,L,0
FHS1114,Male,Grade 10,Commerce,10B,B,38,Accounting,Semester 1,80,43,63,Under-7,11.1,57,53,4,M,1
FHS1115,Female,Grade 10,Science,10A,A,45,Physical Sciences,Semester 1,81,61,23,Under-7,12.6,55,55,4,M,1
FHS1116,Male,Grade 10,Science,10A,A,45,Life Orientation,Semester 2,55,38,76,Under-7,12.6,83,70,6,H,1
FHS1117,Male,Grade 10,Commerce,10B,B,35,Accounting,Semester 1,48,64,80,Under-7,15.4,56,63,5,M,1
FHS1118,Female,Grade 10,Commerce,10B,B,38,Mathematics,Semester 2,35,26,58,Under-7,2.7,38,30,2,L,0
FHS1119,Male,Grade 10,Tourism,10C,C,35,English FAL,Semester 2,61,44,68,Under-7,9.4,88,72,6,H,1
FHS1120,Male,Grade 10,Commerce,10B,B,38,English FAL,Semester 2,75,57,42,Under-7,9.7,46,53,4,M,1
FHS1121,Male,Grade 10,Science,10A,A,35,Physical Sciences,Semester 2,55,25,21,Under-7,6.5,50,33,2,L,0
FHS1122,Female,Grade 10,Tourism,10C,C,45,History,Semester 1,46,38,29,Above-7,7.8,32,11,1,L,0
FHS1123,Male,Grade 10,Science,10A,A,48,Information Technology,Semester 2,34,15,69,Above-7,12.5,60,24,1,L,0
FHS1124,Female,Grade 10,Science,10A,A,45,English FAL,Semester 2,67,32,28,Under-7,16.3,70,56,4,M,1
FHS1125,Male,Grade 10,Commerce,10B,B,35,Mathematical Literacy,Semester 1,62,66,99,Above-7,15.4,78,47,3,M,1
FHS1126,Female,Grade 10,Science,10A,A,32,Physical Sciences,Semester 1,69,42,37,Above-7,11.2,82,34,2,L,0
FHS1127,Male,Grade 10,Commerce,10B,B,42,English FAL,Semester 1,38,14,32,Under-7,6.8,34,28,1,L,0
FHS1128,Female,Grade 10,Science,10A,A,35,Life Sciences,Semester 1,68,40,72,Above-7,15.8,66,58,4,M,1
FHS1129,Male,Grade 10,Science,10A,A,35,Physical Sciences,Semester 1,75,93,70,Under-7,11.3,83,65,5,M,1
FHS1130,Female,Grade 10,Science,10A,A,38,English FAL,Semester 1,72,72,65,Above-7,13.4,88,69,5,M,1
FHS1131,Male,Grade 10,Commerce,10B,B,48,Life Orientation,Semester 2,76,65,73,Under-7,22.7,85,74,6,H,1
FHS1132,Female,Grade 10,Tourism,10C,C,32,English FAL,Semester 2,73,80,44,Under-7,18.3,97,69,5,M,1
FHS1133,Female,Grade 10,Tourism,10C,C,32,History,Semester 2,5,0,5,Above-7,3.8,24,5,1,L,0
FHS1134,Female,Grade 10,Tourism,10C,C,38,Life Orientation,Semester 2,29,23,25,Above-7,5.8,23,13,1,L,0
FHS1135,Female,Grade 10,Science,10A,A,35,Geography,Semester 2,55,37,42,Under-7,10.8,61,51,4,M,1
FHS1136,Female,Grade 10,Science,10A,A,38,Life Orientation,Semester 1,53,67,56,Under-7,12.0,64,76,6,H,1
FHS1137,Male,Grade 10,Commerce,10B,B,45,Economics,Semester 2,98,44,67,Under-7,25.8,100,95,7,H,1
FHS1138,Male,Grade 10,Science,10A,A,45,Physical Sciences,Semester 1,55,55,68,Under-7,18.3,73,57,4,M,1
FHS1139,Male,Grade 10,Science,10A,A,38,Physical Sciences,Semester 2,46,46,45,Under-7,15.7,76,54,4,M,1
FHS1140,Female,Grade 10,Science,10A,A,35,Geography,Semester 1,88,71,49,Above-7,16.4,59,53,4,M,1
FHS1141,Female,Grade 10,Science,10A,A,35,Information Technology,Semester 1,44,26,57,Above-7,16.6,67,29,1,L,0
FHS1142,Male,Grade 10,Tourism,10C,C,35,Tourism,Semester 1,80,79,88,Under-7,13.3,93,95,7,H,1
FHS1143,Female,Grade 10,Commerce,10B,B,45,Economics,Semester 2,77,80,57,Under-7,16.3,95,80,7,H,1
FHS1144,Female,Grade 10,Science,10A,A,35,Geography,Semester 2,92,60,50,Under-7,16.7,89,88,7,H,1
FHS1145,Female,Grade 10,Science,10A,A,42,Information Technology,Semester 2,20,45,0,Under-7,5.5,35,15,1,L,0
FHS1146,Female,Grade 10,Commerce,10B,B,35,Accounting,Semester 2,60,85,84,Under-7,18.4,68,62,5,M,1
FHS1147,Female,Grade 10,Science,10A,A,42,Life Sciences,Semester 1,80,60,52,Under-7,15.2,74,64,5,M,1
FHS1148,Male,Grade 10,Commerce,10B,B,45,Accounting,Semester 2,76,81,56,Above-7,11.3,64,60,5,M,1
FHS1149,Female,Grade 10,Science,10A,A,42,Physical Sciences,Semester 2,75,74,39,Under-7,16.9,100,67,5,M,1
FHS1150,Female,Grade 10,Commerce,10B,B,42,Business Studies,Semester 2,59,50,95,Under-7,21.5,81,77,6,H,1
FHS1151,Female,Grade 10,Science,10A,A,42,English FAL,Semester 1,62,91,91,Under-7,22.6,100,87,7,H,1
FHS1152,Male,Grade 10,Commerce,10B,B,35,Economics,Semester 2,17,6,39,Above-7,2.0,41,5,1,L,0
FHS1153,Male,Grade 10,Science,10A,A,38,Mathematics,Semester 2,57,21,30,Under-7,5.6,52,42,3,M,1
FHS1154,Male,Grade 10,Science,10A,A,48,Life Sciences,Semester 1,62,29,66,Above-7,13.1,46,21,1,L,0
FHS1155,Female,Grade 10,Science,10A,A,45,Geography,Semester 1,55,52,42,Under-7,19.4,71,57,4,M,1
FHS1156,Female,Grade 10,Science,10A,A,32,Mathematics,Semester 1,61,22,22,Above-7,16.6,67,24,1,L,0
FHS1157,Female,Grade 10,Commerce,10B,B,35,Economics,Semester 2,46,58,53,Under-7,14.0,92,61,5,M,1
FHS1158,Male,Grade 10,Science,10A,A,35,Life Orientation,Semester 1,57,48,42,Under-7,12.2,49,51,4,M,1
FHS1159,Female,Grade 10,Science,10A,A,42,Life Sciences,Semester 2,30,41,40,Above-7,2.0,43,6,1,L,0
FHS1160,Male,Grade 10,Commerce,10B,B,38,Mathematical Literacy,Semester 2,58,60,36,Under-7,12.5,82,61,5,M,1
FHS1161,Male,Grade 10,Science,10A,A,45,Information Technology,Semester 2,82,60,38,Under-7,15.3,80,69,5,M,1
FHS1162,Female,Grade 10,Tourism,10C,C,42,Mathematical Literacy,Semester 1,73,66,34,Under-7,19.6,89,62,5,M,1
FHS1163,Female,Grade 10,Science,10A,A,35,Geography,Semester 2,70,52,32,Under-7,13.3,68,55,4,M,1
FHS1164,Male,Grade 10,Tourism,10C,C,32,Mathematical Literacy,Semester 1,81,90,85,Under-7,16.8,92,85,7,H,1
FHS1165,Male,Grade 10,Science,10A,A,35,Physical Sciences,Semester 1,73,74,38,Under-7,21.3,79,60,5,M,1
FHS1166,Female,Grade 10,Science,10A,A,42,Geography,Semester 1,99,51,65,Under-7,18.4,94,76,6,H,1
FHS1167,Female,Grade 10,Science,10A,A,35,Mathematics,Semester 2,43,29,13,Under-7,2.0,41,20,1,L,0
FHS1168,Female,Grade 10,Tourism,10C,C,38,Mathematical Literacy,Semester 1,75,47,99,Under-7,13.0,85,98,7,H,1
FHS1169,Female,Grade 10,Commerce,10B,B,35,Life Orientation,Semester 2,99,75,69,Under-7,25.5,100,98,7,H,1
FHS1170,Female,Grade 10,Science,10A,A,35,Physical Sciences,Semester 2,60,24,35,Above-7,13.2,70,30,2,L,0
FHS1171,Female,Grade 10,Science,10A,A,38,Life Orientation,Semester 1,68,31,57,Above-7,11.6,48,51,4,M,1
FHS1172,Female,Grade 10,Science,10A,A,35,English FAL,Semester 2,57,42,59,Above-7,14.7,58,47,3,M,1
FHS1173,Male,Grade 10,Science,10A,A,45,Life Orientation,Semester 2,14,25,69,Under-7,7.1,61,31,2,L,0
FHS1174,Female,Grade 10,Commerce,10B,B,35,Mathematical Literacy,Semester 2,38,23,54,Under-7,9.8,50,35,2,L,0
FHS1175,Female,Grade 10,Tourism,10C,C,35,English FAL,Semester 2,62,53,22,Above-7,10.8,68,21,1,L,0
FHS1176,Female,Grade 10,Commerce,10B,B,35,Mathematics,Semester 1,89,57,49,Under-7,16.0,84,70,6,H,1
FHS1177,Female,Grade 10,Commerce,10B,B,45,Business Studies,Semester 2,56,35,35,Above-7,10.8,53,28,1,L,0
FHS1178,Female,Grade 10,Commerce,10B,B,35,Mathematics,Semester 1,47,48,71,Under-7,7.9,67,45,3,M,1
FHS1179,Female,Grade 10,Science,10A,A,32,English FAL,Semester 1,52,23,19,Above-7,10.1,49,21,1,L,0
FHS1180,Female,Grade 10,Commerce,10B,B,35,Business Studies,Semester 2,50,43,33,Above-7,13.1,46,30,2,L,0
FHS1181,Male,Grade 10,Science,10A,A,32,Geography,Semester 2,53,36,76,Under-7,10.3,51,41,3,M,1
FHS1182,Male,Grade 10,Tourism,10C,C,35,English FAL,Semester 1,39,64,32,Above-7,7.9,69,44,3,M,1
FHS1183,Female,Grade 10,Commerce,10B,B,35,Mathematical Literacy,Semester 1,51,84,62,Under-7,19.6,85,76,6,H,1
FHS1184,Male,Grade 10,Tourism,10C,C,32,Tourism,Semester 1,21,43,21,Under-7,4.3,33,33,2,L,0
FHS1185,Male,Grade 10,Commerce,10B,B,32,Life Orientation,Semester 2,81,50,56,Under-7,16.5,58,56,4,M,1
FHS1186,Female,Grade 10,Commerce,10B,B,38,Mathematics,Semester 2,66,59,55,Under-7,18.2,65,64,5,M,1
FHS1187,Female,Grade 10,Science,10A,A,48,Information Technology,Semester 1,91,55,80,Under-7,21.1,95,73,6,H,1
FHS1188,Male,Grade 10,Tourism,10C,C,32,Mathematical Literacy,Semester 2,81,84,38,Under-7,12.8,72,72,6,H,1
FHS1189,Male,Grade 10,Commerce,10B,B,42,Mathematics,Semester 1,21,47,30,Above-7,4.4,36,5,1,L,0
FHS1190,Male,Grade 10,Science,10A,A,35,Life Orientation,Semester 1,69,69,99,Under-7,23.4,81,97,7,H,1
FHS1191,Female,Grade 10,Tourism,10C,C,35,English FAL,Semester 1,60,39,85,Above-7,10.2,69,44,3,M,1
FHS1192,Female,Grade 10,Science,10A,A,32,Geography,Semester 1,40,68,29,Above-7,9.0,47,25,1,L,0
FHS1193,Male,Grade 10,Commerce,10B,B,32,Business Studies,Semester 2,38,8,34,Under-7,5.3,39,28,1,L,0
FHS1194,Male,Grade 10,Commerce,10B,B,35,Economics,Semester 2,51,41,20,Under-7,8.3,57,32,2,L,0
FHS1195,Female,Grade 10,Commerce,10B,B,35,Accounting,Semester 1,16,34,12,Under-7,2.0,33,18,1,L,0
FHS1196,Male,Grade 10,Science,10A,A,38,Life Orientation,Semester 1,99,86,45,Under-7,18.3,93,90,7,H,1
FHS1197,Male,Grade 10,Tourism,10C,C,38,English FAL,Semester 2,81,99,75,Under-7,15.5,100,90,7,H,1
FHS1198,Male,Grade 10,Commerce,10B,B,38,Economics,Semester 1,43,34,62,Under-7,6.8,44,53,4,M,1
FHS1199,Female,Grade 10,Commerce,10B,B,35,Mathematical Literacy,Semester 2,74,48,72,Under-7,14.9,61,58,4,M,1
FHS1200,Female,Grade 10,Science,10A,A,32,English FAL,Semester 2,25,27,12,Above-7,2.0,20,5,1,L,0
FHS1201,Male,Grade 11,Science,11A,A,35,Life Sciences,Semester 2,45,52,60,Under-7,14.6,64,55,4,M,1
FHS1202,Male,Grade 11,Commerce,11B,B,38,Business Studies,Semester 1,27,0,24,Under-7,8.6,42,30,2,L,0
FHS1203,Female,Grade 11,Science,11A,A,35,Physical Sciences,Semester 1,34,43,51,Under-7,12.7,59,42,3,M,1
FHS1204,Female,Grade 11,Science,11A,A,42,Geography,Semester 2,43,29,70,Under-7,13.5,73,55,4,M,1
FHS1205,Male,Grade 11,Science,11A,A,35,Information Technology,Semester 2,31,49,40,Above-7,3.8,56,21,1,L,0
FHS1206,Female,Grade 11,Commerce,11B,B,35,Economics,Semester 2,72,30,59,Under-7,15.8,76,54,4,M,1
FHS1207,Male,Grade 11,Science,11A,A,38,Life Sciences,Semester 1,81,48,79,Under-7,16.2,72,70,6,H,1
FHS1208,Female,Grade 11,Science,11A,A,42,Geography,Semester 1,55,38,37,Under-7,15.3,80,58,4,M,1
FHS1209,Female,Grade 11,Tourism,11C,C,38,English FAL,Semester 2,75,43,51,Above-7,12.7,61,42,3,M,1
FHS1210,Female,Grade 11,Commerce,11B,B,32,Business Studies,Semester 1,62,47,61,Under-7,17.3,81,64,5,M,1
FHS1211,Male,Grade 11,Commerce,11B,B,38,Business Studies,Semester 2,48,55,39,Above-7,7.9,60,33,2,L,0
FHS1212,Male,Grade 11,Tourism,11C,C,32,History,Semester 2,58,25,22,Above-7,10.8,54,23,1,L,0
FHS1213,Male,Grade 11,Commerce,11B,B,35,Accounting,Semester 2,73,62,66,Above-7,18.8,60,49,3,M,1
FHS1214,Female,Grade 11,Science,11A,A,45,English FAL,Semester 1,26,39,28,Under-7,9.2,62,44,3,M,1
FHS1215,Female,Grade 11,Tourism,11C,C,45,Tourism,Semester 1,85,57,51,Under-7,21.0,83,65,5,M,1
FHS1216,Female,Grade 11,Science,11A,A,42,Mathematics,Semester 2,74,73,40,Under-7,17.3,79,59,4,M,1
FHS1217,Female,Grade 11,Tourism,11C,C,42,Mathematical Literacy,Semester 1,47,56,63,Above-7,10.6,69,42,3,M,1
FHS1218,Male,Grade 11,Science,11A,A,38,Information Technology,Semester 2,70,36,47,Under-7,17.1,67,63,5,M,1
FHS1219,Female,Grade 11,Science,11A,A,42,Geography,Semester 2,45,68,85,Under-7,16.0,81,65,5,M,1
FHS1220,Female,Grade 11,Commerce,11B,B,32,Accounting,Semester 2,68,26,79,Under-7,15.9,99,64,5,M,1
FHS1221,Male,Grade 11,Science,11A,A,35,Life Sciences,Semester 2,32,28,29,Under-7,2.0,52,28,1,L,0
FHS1222,Female,Grade 11,Science,11A,A,42,Information Technology,Semester 1,36,29,40,Under-7,6.8,26,40,3,M,1
FHS1223,Male,Grade 11,Commerce,11B,B,35,Accounting,Semester 1,64,45,39,Under-7,17.2,73,52,4,M,1
FHS1224,Female,Grade 11,Science,11A,A,38,Life Orientation,Semester 1,67,1,67,Under-7,7.5,61,67,5,M,1
FHS1225,Male,Grade 11,Science,11A,A,48,Life Sciences,Semester 1,57,11,5,Under-7,14.0,68,37,2,L,0
FHS1226,Male,Grade 11,Tourism,11C,C,38,Mathematical Literacy,Semester 1,66,72,23,Under-7,13.4,67,50,4,M,1
FHS1227,Female,Grade 11,Science,11A,A,38,Information Technology,Semester 1,55,42,68,Above-7,18.2,66,36,2,L,0
FHS1228,Female,Grade 11,Tourism,11C,C,32,Life Orientation,Semester 2,31,2,46,Under-7,8.5,45,35,2,L,0
FHS1229,Female,Grade 11,Commerce,11B,B,32,Business Studies,Semester 1,81,95,56,Under-7,19.7,84,77,6,H,1
FHS1230,Female,Grade 11,Tourism,11C,C,32,History,Semester 1,63,29,20,Under-7,9.4,49,58,4,M,1
FHS1231,Female,Grade 11,Tourism,11C,C,35,Mathematical Literacy,Semester 1,28,16,44,Under-7,14.9,45,41,3,M,1
FHS1232,Male,Grade 11,Tourism,11C,C,32,Tourism,Semester 1,80,58,51,Under-7,12.1,65,70,6,H,1
